1267,Aerolineas Sol,\N,ALSOL,\N,SOD
1268,Air Soleil,\N,AIR SOLEIL,\N,SOE
1269,Aero Soga,\N,AEROSOGA,\N,SOG
1270,Airspeed Aviation,\N,SPEEDLINE,\N,SPD
1271,Air Service,\N,AIR SKOPJE,M3,SPJ
1272,Aeroservicios Ejecutivos Del Pacifico,\N,EJECTUIV PACIFICO,\N,SPO
1273,Asian Aerospace Service,\N,THAI SPACE,\N,SPY
1274,Airworld,\N,SPEED SERVICE,\N,SPZ
1275,Alsaqer Aviation,\N,ALSAQER AVIATION,\N,SQR
1276,Air Safaris and Services,\N,AIRSAFARI,\N,SRI
1277,Aero Servicio Corporativo,\N,SERVICORP,\N,SRV
1278,Air Sultan,\N,SIERRA SULTAN,\N,SSL
1279,Aero 1 Pro-Jet,\N,RAPID,\N,SSM
1280,Airquarius Air Charter,\N,SUNSTREAM,\N,SSN
1281,Aeropac,\N,SAT PAK,\N,STK
1282,Air St. Thomas,\N,PARADISE,\N,STT
1283,Aerolineas Del Sureste,\N,AEROSURESTE,\N,SUE
1284,Aerial Surveys (1980) Limited,\N,SURVEY,\N,SUY
1285,Air Slovakia,\N,SLOVAKIA,GM,SVK
1286,Adler Aviation,\N,SHOCKWAVE,\N,SWH
1287,Aircompany Yakutia,\N,AIR YAKUTIA,R3,SYL
1288,Aerosud Aviation,\N,SKYTRACK,\N,SYT
1289,Aeroservicios de La Costa,\N,AERO COSTA,\N,TAA
1290,Aeromar,\N,TRANS-AEROMAR,VW,TAO
1291,Aerotrebol,\N,AEROTREBOL,\N,TBL
1292,Aero Taxi de Los Cabos,\N,AERO CABOS,\N,TBO
1293,Air Turks and Caicos,\N,KERRMONT,JY,TCI
1294,Aerotranscolombina de Carga,\N,TRANSCOLOMBIA,\N,TCO
1295,Air Cargo Express,\N,TURBO DOG,\N,TDG
1296,Atlas Helicopters,\N,TRIDENT,\N,TDT
1297,Air Today,\N,AIR TODAY,\N,TDY
1298,Aero Servicios Azteca,\N,AEROAZTECA,\N,TED
1299,Arkefly,\N,ARKEFLY,OR,TFL
1300,Antair,\N,ANTAIR,\N,TIR
1301,Atlantique Air Assistance,\N,TRIPLE-A,\N,TLB
1302,Aero Taxi Autlan,\N,AEREO AUTLAN,\N,TLD
1303,Aero Util,\N,AEROUTIL,\N,TLE
1304,Aero Toluca Internactional,\N,AEROTOLUCA,\N,TLU
1305,Aero Taxi del Centro de Mexico,\N,TAXICENTRO,\N,TME
1306,Aerotropical,\N,TROPICMEX,\N,TOC
1307,Air Tomisko,\N,TOMISKO CARGO,\N,TOH
1308,Airlines PNG,\N,BALUS,CG,TOK
1309,Aero Tanala,\N,AEROTANALA,\N,TON
1310,Aero Tropical,\N,AERO TROPICAL,\N,TPB
1311,Air Cal,\N,AIRCAL,TY,TPC
1312,Air Horizon,\N,TCHAD-HORIZON,\N,TPK
1313,Aero Taxi del Potosi,\N,TAXI-POTOSI,\N,TPO
1314,Aeroturquesa,\N,AEROTURQUESA,\N,TQS
1315,Airmark Aviation,\N,TRANSTAR,\N,TRH
1316,AirTran Airways,\N,CITRUS,FL,TRS
1317,Air Transat,\N,TRANSAT,TS,TSC
1318,airtransse,\N,AIRTRA,\N,TSQ
1319,Aerolineas Turisticas del Caribe,\N,AERO TURISTICAS,\N,TTB
1320,Avcenter,\N,TETON,\N,TTE
1321,Air Tungaru,\N,TUNGARU,\N,TUN
1322,Avialeasing Aviation Company,\N,TWINARROW,EC,TWN
1323,Aerotaxis del Noroeste,\N,TAXI OESTE,\N,TXD
1324,Aerotaxis Alfe,\N,ALFE,\N,TXF
1325,Aereotaxis,\N,AEREOTAXIS,\N,TXI
1326,Tyrolean Airways,\N,TYROLEAN,VO,TYR
1327,Aero Tomza,\N,AERO TOMZA,\N,TZA
1328,Air Zambezi,\N,ZAMBEZI,\N,TZT
1329,Afra Airlines,\N,AFRALINE,\N,UAG
1330,Aerostar Airlines,\N,AEROSTAR,\N,UAR
1331,Air Division of the Eastern Kazakhstan Region,\N,GALETA,\N,UCK
1332,Aero-Charter Ukraine,\N,CHARTER UKRAINE,DW,UCR
1333,Air LA,\N,AIR L-A,\N,UED
1334,Air Ukraine,\N,AIR UKRAINE,6U,UKR
1335,Air Umbria,\N,AIR UMBRIA,\N,UMB
1336,Atuneros Unidos de California,\N,ATUNEROS UNIDOS,\N,UND
1337,Aeroclub Flaps,\N,AEROCLUB FLAPS,\N,FLP
1338,Aerolineas Galapagos (Aerogal),\N,AEROGAL,2K,GLG
1339,Air Castle Corporation / Global Airways,\N,GLO-AIR,\N,GLB
1340,Alrosa Mirny Air Enterprise,\N,MIRNY,6R,DRU
1341,Bearing Supplies Limited,\N,PROVOST,\N,PVO
1342,Balkan Agro Aviation,\N,BALKAN AGRO,\N,BAA
1343,Bahrain Air BSC (Closed),\N,AWAL,\N,BAB
1344,BAC Leasing Limited,\N, ,\N,BAC
1345,BAE Systems,\N,FELIX,\N,BAE
1346,Belgian Air Force,\N,BELGIAN AIRFORCE,\N,BAF
1347,Baker Aviation,\N,BAKER AVIATION,8Q,BAJ
1348,Blackhawk Airways,\N,BLACKHAWK,\N,BAK
1349,Britannia Airways,\N,BRITANNIA,\N,BAL
1350,Business Air Services,\N,BUSINESS AIR,\N,BAM
1351,British Antarctic Survey,\N,PENGUIN,\N,BAN
1352,Bradly Air (Charter) Services,\N,BRADLEY,\N,BAR
1353,Bissau Airlines,\N,AIR BISSAU,\N,BAU
1354,Bay Aviation Ltd,\N,BAY AIR,\N,BAV
1355,British Airways,\N,SPEEDBIRD,BA,BAW
1356,Best Aero Handling Ltd,\N,\N,\N,BAX
1357,Bayon Airlines,\N,BAYON,\N,BAY
1358,Bannert Air,\N,BANAIR,\N,BBA
1359,Biman Bangladesh Airlines,\N,BANGLADESH,BG,BBC
1360,Bluebird Cargo,\N,BLUE CARGO,BF,BBD
1361,Beibars CJSC,\N,BEIBARS,\N,BBS
1362,Bravo Airlines,\N,BRAVO EUROPE,\N,BBV
1363,Blue Bird Aviation,\N,COBRA,\N,BBZ
1364,BACH Flugbetriebsges,\N,BACH,B4,BCF
1365,Blue Islands,\N,BLUE ISLAND,\N,BCI
1366,British Caribbean Airways,\N,\N,\N,BCL
1367,British Charter,\N,BACKER,\N,BCR
1368,BCT Aviation,\N,BOBCAT,\N,BCT
1369,Business Aviation Center,\N,BUSINESS AVIATION,\N,BCV
1370,Blue Dart Aviation,\N,BLUE DART,BZ,BDA
1371,B&H Airlines,\N,Air Bosna,JA,BON
1372,Bissau Discovery Flying Club,\N,BISSAU DISCOVERY,\N,BDF
1373,Belgian Army,\N,BELGIAN ARMY,\N,AYB
1374,Badr Airlines,\N,BADR AIR,\N,BDR
1375,Best Aviation Ltd,\N,BEST AIR,\N,BEA
1376,Belgorod Aviation Enterprise,\N,BELOGORYE,\N,BED
1377,Bar Harbor Airlines,\N,BAR HARBOR,\N,AJC
1378,Balear Express,\N,BALEAR EXPRESS,\N,BEF
1379,Bel Air Helicopters,\N,BLUECOPTER,\N,BEH
1380,Berkut Air,\N,BERKUT,\N,BEK
1381,BETA - Brazilian Express Transportes Aereos,\N,BETA CARGO,\N,BET
1382,Basler Flight Service,\N,BASLER,\N,BFC
1383,Bear Flight,\N,BEARFLIGHT,\N,BFG
1384,Buffalo Airways,\N,BUFFALO,J4,BFL
1385,Bombardier,\N,BOMBARDIER,\N,BFO
1386,Burkina Airlines,\N,BURKLINES,\N,BFR
1387,Business Flight Sweden,\N,BUSINESS FLIGHT,\N,BFS
1388,Bahrain Defence Force,\N,SUMMAN,\N,BFW
1389,BH Air,\N,BALKAN HOLIDAYS,\N,BGH
1390,British Gulf International,\N,BRITISH GULF,\N,BGI
1391,British Gulf International-Fez,\N,GULF INTER,\N,BGK
1392,Benin Golf Air,\N,BENIN GOLF,A8,BGL
1393,Bugulma Air Enterprise,\N,BUGAVIA,\N,BGM
1394,Budget Air Bangladesh,\N,BUDGET AIR,\N,BGR
1395,Bergen Air Transport,\N,BERGEN AIR,\N,BGT
1396,Buddha Air,\N,BUDDHA AIR,\N,BHA
1397,Balkh Airlines,\N,SHARIF,\N,BHI
1398,Bristow Helicopters,\N,BRISTOW,\N,BHL
1399,Bristow Helicopters Nigeria,\N,BRISTOW HELICOPTERS,\N,BHN
1400,Bhoja Airlines,\N,BHOJA,\N,BHO
1401,Belair Airlines,\N,BELAIR,4T,BHP
1402,Bighorn Airways,\N,BIGHORN AIR,\N,BHR
1403,Bahamasair,\N,BAHAMAS,UP,BHS
1404,Bright Air,\N,BRIGHTAIR,\N,BHT
1405,Bringer Air Cargo Taxi Aereo,\N,\N,E6,\N
1406,Balkan Bulgarian Airlines,\N,\N,LZ,\N
1407,BA Connect,\N,\N,TH,\N
1408,Bosphorus European Airways,\N,BOSPHORUS,\N,BHY
1409,Binair,\N,BINAIR,\N,BID
1410,Big Island Air,\N,BIG ISLE,\N,BIG
1411,British International Helicopters,\N,BRINTEL,BS,BIH
1412,Billund Air Center,\N,BILAIR,\N,BIL
1413,Boise Interagency Fire Center,\N,BISON-AIR,\N,BIN
1414,Bird Leasing,\N,BIRD AIR,\N,BIR
1415,Bizjet Ltd,\N,BIZZ,\N,BIZ
1416,Baja Air,\N,BAJA AIR,\N,BJA
1417,Baltic Jet Aircompany,\N,BALTIC JET,\N,BJC
1418,Business Jet Solutions,\N,SOLUTION,\N,BJS
1419,Bankair,\N,BANKAIR,B4,BKA
1420,BF-Lento OY,\N,BAKERFLIGHT,\N,BKF
1421,Barken International,\N,BARKEN JET,\N,BKJ
1422,Bangkok Airways,\N,BANGKOK AIR,PG,BKP
1423,Bukovyna,\N,BUKOVYNA,\N,BKV
1424,Blue Bird Aviation,\N,BLUEBIRD SUDAN,\N,BLB
1425,Bellesavia,\N,BELLESAVIA,\N,BLC
1426,Blue Line,\N,BLUE BERRY,\N,BLE
1427,Blue1,\N,BLUEFIN,KF,BLF
1428,Belgavia,\N,BELGAVIA,\N,BLG
1429,Blue Horizon Travel Club,\N,BLUE HORIZON,\N,BLH
1430,Blue Jet,\N,BLUEWAY,\N,BLJ
1431,Baltic Airlines,\N,BALTIC AIRLINES,\N,BLL
1432,Blue Airways,\N,BLUE ARMENIA,\N,BLM
1433,Bali International Air Service,\N,BIAR,\N,BLN
1434,Bearskin Lake Air Service,\N,BEARSKIN,JV,BLS
1435,Baltic Aviation,\N,BALTAIR,\N,BLT
1436,Bellview Airlines,\N,BELLVIEW AIRLINES,B3,BLV
1437,bmi,bmi British Midland,MIDLAND,BD,BMA
1438,British Medical Charter,\N,BRITISH MEDICAL,\N,BMD
1439,Briggs Marine Environmental Services,\N,BRIGGS,\N,BME
1440,Bristow Masayu Helicopters,\N,MASAYU,\N,BMH
1441,bmibaby,\N,BABY,WW,BMI
1442,Bemidji Airlines,\N,BEMIDJI,CH,BMJ
1443,Bismillah Airlines,\N,BISMILLAH,5Z,BML
1444,Bowman Aviation,\N,BOWMAN,\N,BMN
1445,British Midland Regional,\N,\N,\N,BMR
1446,BMW,\N,BMW-FLIGHT,\N,BMW
1447,Banco de Mexico,\N,BANXICO,\N,BMX
1448,Bond Offshore Helicopters,\N,BOND,\N,BND
1449,Benina Air,\N,BENINA AIR,\N,BNE
1450,BN Group Limited,\N,VECTIS,\N,BNG
1451,Blue Nile Ethiopia Trading,\N,NILE TRADING,\N,BNL
1452,Bonair Aviation,\N,BONAIR,\N,BNR
1453,Bancstar - Valley National Corporation,\N,BANCSTAR,\N,BNS
1454,Bentiu Air Transport,\N,BENTIU AIR,\N,BNT
1455,Benane Aviation Corporation,\N,BENANE,\N,BNV
1456,British North West Airlines,\N,BRITISH NORTH,\N,BNW
1457,Boniair,\N,KUMANOVO,\N,BOA
1458,Bond Air Services,\N,UGABOND,\N,BOD
1459,Boeing,\N,BOEING,\N,BOE
1460,Bordaire,\N,BORDAIR,\N,BOF
1461,Bookajet Limited,\N,BOOKAJET,\N,BOO
1462,Bouraq Indonesia Airlines,\N,BOURAQ,BO,BOU
1463,Blue Panorama Airlines,\N,BLUE PANOROMA,BV,BPA
1464,Berkhut ZK,\N,VENERA,\N,BPK
1465,Bundepolizei-Fliegertruppe,\N,PIROL,\N,BPO
1466,Budapest Aircraft Services/Manx2,\N,BASE,\N,BPS
1467,Bonus Aviation,\N,BONUS,\N,BPT
1468,British Petroleum Exploration,\N,\N,\N,BPX
1469,BRA-Transportes Aereos,\N,BRA-TRANSPAEREOS,7R,BRB
1470,Brock Air Services,\N,BROCK AIR,\N,BRD
1471,Breeze Ltd,\N,AVIABREEZE,\N,BRE
1472,Bering Air,\N,BERING AIR,8E,BRG
1473,Briansk State Air Enterprise,\N,BRIANSK-AVIA,\N,BRK
1474,Branson Airlines,\N,BRANSON,\N,BRN
1475,BASE Regional Airlines,\N,COASTRIDER,\N,BRO
1476,Brazilian Air Force,\N,BRAZILIAN AIR FORCE,\N,BRS
1477,British Regional Airlines,\N,BRITISH,\N,BRT
1478,Belavia Belarusian Airlines,\N,BELARUS AVIA,B2,BRU
1479,Bravo Air Congo,\N,BRAVO,K6,BRV
1480,Bright Aviation Services,\N,BRIGHT SERVICES,\N,BRW
1481,Braniff International Airways,\N,Braniff,BN,BNF
1482,Buffalo Express Airlines,\N,BUFF EXPRESS,\N,BRX
1483,Burundayavia,\N,BURAIR,\N,BRY
1484,Bistair - Fez,\N,BIG SHOT,\N,BSC
1485,Blue Star Airlines,\N,AIRLINES STAR,\N,BSD
1486,Brasair Transportes Aereos,\N,BRASAIR,\N,BSI
1487,Blue Swann Aviation,\N,BLUE SWANN,\N,BSJ
1488,Blue Sky Aviation,\N,\N,\N,BSM
1489,Bissau Aero Transporte,\N,BISSAU AIRSYSTEM,\N,BSS
1490,Best Air,\N,TUNCA,\N,BST
1491,Blue Sky Airways,\N,SKY BLUE,\N,BSW
1492,Big Sky Airlines,\N,BIG SKY,GQ,BSY
1493,BAL Bashkirian Airlines,\N,BASHKIRIAN,V9,BTC
1494,Baltijas Helicopters,\N,BALTIJAS HELICOPTERS,\N,BTH
1495,Baltyka,\N,BALTYKA,\N,BTK
1496,Baltia Air Lines,\N,BALTIA FLIGHT,\N,BTL
1497,Botir-Avia,\N,BOTIR-AVIA,\N,BTR
1498,Business Express,\N,BIZEX,\N,GAA
1499,BT-Slavuta,\N,BEETEE-SLAVUTA,\N,BTT
1500,Metro Batavia,\N,BATAVIA,7P,BTV
1501,Bulgarian Air Charter,\N,BULGARIAN CHARTER,\N,BUC
1502,Blue Airlines,\N,BLUE AIRLINES,\N,BUL
1503,Buryat Airlines Aircompany,\N,BURAL,\N,BUN
1504,Buzz Stansted,\N,BUZZ,\N,BUZ
1505,Buffalo Airways,\N,BUFFALO AIR,\N,BVA
1506,Bulgarian Aeronautical Centre,\N,BULGARIAN WINGS,\N,BVC
1507,Baron Aviation Services,\N,SHOW-ME,\N,BVN
1508,Berjaya Air,\N,BERJAYA,J8,BVT
1509,Bellview Airlines,\N, Sierra Leone,\N,BVU
1510,Blue Wings,\N,BLUE WINGS,QW,BWG
1511,Blue Wing Airlines,\N,BLUE TAIL,\N,BWI
1512,BWA (2002) Ltd,\N,BRITWORLD,\N,BWL
1513,Bahrain Executive Air Services,\N,BEXAIR,\N,BXA
1514,Bar XH Air,\N,PALLISER,\N,BXH
1515,Brussels International Airlines,\N,XENIA,\N,BXI
1516,BAX Global,\N,\N,8W,\N
1517,Redding Aero Enterprises,\N,BOXER,\N,BXR
1518,Berry Aviation,\N,BERRY,\N,BYA
1519,Bylina Joint-Stock Company,\N,BYLINA,\N,BYL
1520,Berytos Airlines,\N,\N,\N,BYR
1521,Bayu Indonesia Air,\N,BAYU,BM,BYE
1522,Bizair Fluggesellschaft,\N,BERLIN BEAR,\N,BZA
1523,Brit Air,\N,BRITAIR,DB,BZH
1524,Butane Buzzard Aviation Corporation,\N,BUZZARD,\N,BZZ
1525,Business Flight Salzburg,\N,AUSTROJET,\N,AUJ
1526,BKS Air (Rivaflecha),\N,COSMOS,\N,CKM
1527,Bristol Flying Centre,\N,CLIFTON,\N,CLF
1528,Barnes Olsen Aeroleasing,\N,SEELINE,\N,CLN
1529,Baltimore Air Transport,\N,CORPJET,\N,CPJ
1530,Boston-Maine Airways,\N,CLIPPER CONNECTION,E9,CXS
1531,Brussels Airlines,SN Brussels Airlines,BEE-LINE,SN,DAT
1532,Baltimore Airways,\N,EASTERN,\N,EAH
1533,Bond Aviation,\N,BOND AVIATION,\N,EBA
1534,Brazilian Army Aviation,\N,BRAZILIAN ARMY,\N,EXB
1535,Business Express Delivery,\N,EXPRESS AIR,\N,EXP
1536,Bel Limited,\N,\N,\N,FOS
1537,Bangkok Aviation Center,\N,THAI HAWK,\N,HAW
1538,Benair,\N,SCOOP,\N,HAX
1539,Binter Canarias,\N,\N,NT,IBB
1540,Bonyad Airlines,\N,BONYAD AIR,\N,IRJ
1541,Burundaiavia,\N,RERUN,\N,IVR
1542,Blue Air,\N,BLUE TRANSPORT,0B,JOR
1543,British Mediterranean Airways,\N,BEE MED,KJ,LAJ
1544,Belle Air,\N,ALBAN-BELLE,\N,LBY
1545,Blom Geomatics,\N,SWEEPER,\N,LED
1546,Benin Littoral Airways,\N,LITTORAL,\N,LTL
1547,Bombardier Business Jet Solutions,\N,FLEXJET,\N,LXJ
1548,Bulgaria Air,\N,FLYING BULGARIA,FB,LZB
1549,Brazilian Navy Aviation,\N,BRAZILIAN NAVY,\N,MBR
1550,Barents AirLink,\N,NORDFLIGHT,8N,NKF
1551,Belgian Navy,\N,BELGIAN NAVY,\N,NYB
1552,Bakoji Airlines Services,\N,BAKO AIR,\N,OGJ
1553,Benders Air,\N,PALEMA,\N,PEB
1554,Balmoral Central Contracts,\N,PORTNET,\N,PNT
1555,BGB Air,\N,BOJBAN,\N,POI
1556,Butte Aviation,\N,PIPESTONE,\N,PPS
1557,Bond Air Services,\N,RED HEAD,\N,RHD
1558,Business Airfreight,\N,RATTLER,\N,RLR
1559,BAC Express Airlines,\N,RAPEX,\N,RPX
1560,Boscombe Down DERA (Formation),\N,BLACKBOX,\N,RRS
1561,Business Jet Sweden,\N,SCANJET,\N,SCJ
1562,British Airways Shuttle,\N,SHUTTLE,\N,SHT
1563,British Sky Broadcasting,\N,SKYNEWS,\N,SKH
1564,Bell Helicopter Textron,\N,TEXTRON,\N,TXB
1565,Buzzaway Limited,\N,UKAY,\N,UKA
1566,Biz Jet Charter,\N,AVOLAR,\N,VLX
1567,Blue Chip Jet,\N,BLUE SPEED,\N,VOL
1568,BAE Systems,\N,AVRO,\N,WFD
1569,BAE Systems,\N,TARNISH,\N,WTN
1570,Baseops International,\N,\N,\N,XBO
1571,Bureau Veritas,\N,\N,\N,XDA
1572,British Airways,\N,SANTA,\N,XMS
1573,Boskovic Air Charters Limited,\N,BOSKY,\N,ZBA
1574,C Air Jet Airlines,\N,SYRJET,\N,SRJ
1575,C N Air,\N,CAPRI,\N,ORO
1576,C and M Aviation,\N,TRANSPAC,\N,TIP
1577,C&M Airways,\N,RED WING,\N,RWG
1578,C.S.P.,\N, Societe,\N,RMU
1579,CABI,\N,CABI,\N,CBI
1580,CAI,\N,AIRCAI,\N,CPI
1581,CAL Cargo Air Lines,\N,CAL,5C,ICL
1582,CAM Air Management,\N,CAMEO,\N,CMR
1583,CATA L,\N,CATA,\N,CTZ
1584,CCF Manager Airline,\N,TOMCAT,\N,CCF
1585,CEDTA (Compania Ecuatoriana De Transportes Aereos),\N,CEDTA,\N,CED
1586,CHC Denmark,\N,HELIBIRD,\N,HBI
1587,CHC Helicopters,\N,HEMS,\N,HEM
1588,CHC Airways,\N,\N,AW,SCH
1589,CHC Helikopter Service,\N,HELIBUS,\N,HKS
1590,CI-Tours,\N,CI-TOURS,\N,VCI
1591,CKC Services,\N,\N,\N,CKC
1592,CM Stair,\N,CEE-EM STAIRS,\N,CMZ
1593,CNET,\N,KNET,\N,CNT
1594,COAPA AIR,\N,COAPA,\N,OAP
1595,COMAV,\N,SPEEDSTER,\N,PDR
1596,CRI Helicopters Mexico,\N,HELI-MEX,\N,CRH
1597,CSA Air,\N,IRON AIR,\N,IRO
1598,CSE Aviation,\N,OXFORD,\N,CSE
1599,CTK Network Aviation,\N,CITYLINK,\N,CTQ
1600,Cabair College of Air Training,\N,CABAIR,\N,CBR
1601,Cabo Verde Express,\N,KABEX,\N,CVE
1602,Caernarfon Airworld,\N,AMBASSADOR,\N,CWD
1603,Cairo Air Transport Company,\N,\N,\N,CCE
1604,Cal Gulf Aviation,\N,CAL-GULF,\N,CGC
1605,Cal-West Aviation,\N,CAL AIR,\N,REZ
1606,California Air Shuttle,\N,CALIFORNIA SHUTTLE,\N,CSL
1607,Calima Aviacion,\N,CALIMA,XG,CLI
1608,Calm Air,\N,CALM AIR,MO,CAV
1609,Camai Air,\N,AIR CAMAI,R9,CAM
1610,Cambodia Airlines,\N,CAMBODIA AIRLINES,\N,KHM
1611,Cameroon Airlines,\N,CAM-AIR,UY,UYC
1612,Campania Helicopteros De Transporte,\N,HELIASTURIAS,\N,HSO
1613,CanJet,\N,CANJET,C6,CJA
1614,Canada Jet Charters,\N,PINNACLE,\N,PIL
1615,Canadian Airlines,\N,CANADIAN,CP,CDN
1616,Canadian Coast Guard,\N,CANADIAN COAST GUARD,\N,CTG
1617,Canadian Eagle Aviation,\N,HAIDA,\N,HIA
1618,Canadian Forces,\N,CANFORCE,\N,CFC
1619,Canadian Global Air Ambulance,\N,BLIZZARD,\N,BZD
1620,Canadian Helicopters,\N,CANADIAN,\N,CDN
1621,Canadian Interagency Forest Fire Centre,\N,TANKER,\N,TKR
1622,Canadian National Telecommunications,\N,\N,\N,XNC
1623,Canadian North,\N,EMPRESS,5T,MPE
1624,Canadian Regional Airlines,\N,CANADIAN REGIONAL,\N,CDR
1625,Canadian Warplane Heritage Museum,\N,WARPLANE HERITAGE,\N,CWH
1626,Canadian Western Airlines,\N,CANADIAN WESTERN,W2,CWA
1627,Canair,\N,CANAIR,\N,CWW
1628,Cancun Air,\N,CAN-AIR,\N,CUI
1629,Cape Air,\N,CAIR,9K,KAP
1630,Cape Air Transport,\N,\N,\N,CTO
1631,Cape Central Airways,\N,SEMO,\N,SEM
1632,Cape Smythe Air,\N,CAPE SMYTHE AIR,\N,CMY
1633,Capital Air Service,\N,CAPAIR,\N,CPX
1634,Capital Airlines,\N,CAPITAL DELTA,\N,CPD
1635,Capital Airlines Limited,\N,CAPITAL SHUTTLE,\N,NCP
1636,Capital Cargo International Airlines,\N,CAPPY,PT,CCI
1637,Capital City Air Carriers,\N,CAP CITY,\N,CCQ
1638,Capital Trading Aviation,\N,PRESTIGE,\N,EGL
1639,Capitol Air Express,\N,CAPITOL EXPRESS,\N,CEX
1640,Capitol Wings Airline,\N,CAPWINGS,\N,CWZ
1641,Caravan Air,\N,CAMEL,\N,VAN
1642,Cardiff Wales Flying Club,\N,CAMBRIAN,\N,CWN
1643,Cardinal/Air Virginia,\N,AIR VIRGINIA,\N,FVA
1644,Cardolaar,\N,CARGOLAAR,\N,GOL
1645,Cards Air Services,\N,CARDS,\N,CDI
1646,Care Flight,\N,CARE FLIGHT,\N,CFH
1647,Carga Aerea Dominicana,\N,CARGA AEREA,\N,CDM
1648,Carga Express Internacional,\N,CARGAINTER,\N,EST
1649,Cargo 360,\N,LONG-HAUL,GG,GGC
1650,Cargo Express,\N,MAURICARGO,\N,MCX
1651,Cargo Ivoire,\N,CARGOIV,\N,CRV
1652,Cargo Link (Caribbean),\N,CARGO LINK,\N,CLM
1653,Cargo Three,\N,THIRD CARGO,\N,CTW
1654,Cargoitalia,\N,WHITE PELICAN,2G,CRG
1655,Cargojet Airways,\N,CARGOJET,W8,CJT
1656,Cargolux,\N,CARGOLUX,CV,CLX
1657,Cargoman,\N,HOTEL CHARLIE,\N,CGM
1658,Carib Aviation,\N,RED TAIL,\N,DEL
1659,Carib Express,\N,WAVEBIRD,\N,BCB
1660,Caribair,\N,CARIBAIR,\N,CBC
1661,Caribbean Air Cargo,\N,CARICARGO,\N,DCC
1662,Caribbean Air Transport,\N,CARIBBEAN,\N,CLT
1663,Caribbean Airlines,\N,CARIBBEAN AIRLINES,BW,BWA
1664,Caribbean Airways,\N,CARIBJET,\N,IQQ
1665,Caribbean Express,\N,CARIB-X,\N,TLC
1666,Caribbean Star Airlines,\N,CARIB STAR,8B,GFI
1667,Caribintair,\N,CARIBINTAIR,\N,CRT
1668,Carill Aviation,\N,CARILL,\N,CVG
1669,Carpatair,\N,CARPATAIR,V3,KRP
1670,Carranza,\N,CARRANZA,\N,CRR
1671,Carroll Air Service,\N,ULSTER,\N,ULS
1672,Casement Aviation,\N,CASEMENT,\N,CMT
1673,Casino Airline,\N,CASAIR,\N,CSO
1674,Casper Air Service,\N,CASPER AIR,\N,CSP
1675,Caspian Airlines,\N,CASPIAN,RV,CPN
1676,Castle Aviation,\N,CASTLE,\N,CSJ
1677,Cat Aviation,\N,EUROCAT,\N,CAZ
1678,Catalina Flying Boats,\N,CATALINA AIR,\N,CBT
1679,Catex,\N,CATEX,\N,TEX
1680,Cathay Pacific,\N,CATHAY,CX,CPA
1681,Caverton Helicopters,\N,CAVERTON AIR,\N,CJR
1682,Cayman Airways,\N,CAYMAN,KX,CAY
1683,Cebu Pacific,\N,CEBU AIR,5J,CEB
1684,Cecil Aviation,\N,CECIL,\N,CIL
1685,Cega Aviation,\N,CEGA,\N,CEG
1686,Celtic Airways,\N,CELTAIR,\N,CEC
1687,Celtic West,\N,CELTIC,\N,CWE
1688,Centavia,\N,\N,7N,CNA
1689,Cente D'Essais En Vol,\N,CENTEV,\N,CEV
1690,Centennial Airlines,\N,WYO-AIR,\N,CNL
1691,Centennial Flight Centre,\N,CENTENNIAL,\N,CNS
1692,Center Vol,\N,CENTERVOL,\N,CVO
1693,Center-South,\N,CENTER-SOUTH,\N,CTS
1694,Centrafrican Airlines,\N,CENTRAFRICAIN,\N,CET
1695,Central Air Express,\N,CENTRAL EXPRESS,\N,CAX
1696,Central Airlines,\N,CENTRAL COMMUTER,\N,CTL
1697,Central Airways,\N,CENTRAL LEONE,\N,CNY
1698,Central American Airlines,\N,AEROCENTRO,\N,ACN
1699,Central Aviation,\N,YOGAN AIR,\N,YOG
1700,Central Connect Airlines,\N,\N,\N,CCG
1701,Central De Discos De Reynosa,\N,DISCOS REYNOSA,\N,DRN
1702,Central European Airlines,\N,EUROCENTRAL,\N,CMA
1703,Central Flying Service,\N,CHARTER CENTRAL,\N,CHA
1704,Central Mongolia Airways,\N,CENTRAL MONGOLIA,\N,CEM
1705,Central Mountain Air,\N,GLACIER,\N,GLR
1706,Central Queensland Aviation College,\N,\N,\N,CQC
1707,Central Skyport,\N,SKYPORT,\N,CSI
1708,Centralwings,\N,CENTRALWINGS,C0,CLW
1709,Centre Airlines,\N,DUTCH VALLEY,\N,DTV
1710,Centre of Applied Geodynamica,\N,GEO CENTRE,\N,CGS
1711,Centre-Avia,\N,AVIACENTRE,J7,CVC
1712,Centro De Helicopteros Corporativos,\N,HELICORPORATIVO,\N,CCV
1713,Centro de Formacion Aeronautica de Canarias,\N,FORCAN,\N,ACF
1714,Centurion Air Cargo,\N,CHALLENGE CARGO,WE,CWC
1715,Century Aviation,\N,CENTURY AVIA,\N,URY
1716,Century Aviation International,\N,\N,\N,HAI
1717,Certified Air Dispatch,\N,\N,\N,XAD
1718,Cetraca Aviation Service,\N,CETRACA,\N,CER
1719,Chabahar Airlines,\N,CHABAHAR,\N,IRU
1720,Chalair Aviation,\N,CHALLAIR,\N,CLG
1721,Chalk's Ocean Airways,\N,CHALKS,OP,CHK
1722,Challenge Air Transport,\N,AIRISTO,\N,CLS
1723,Challenge Aviation,\N,CHALLENGE AVIATION,\N,CHS
