2833,Icarus,\N,ICARUS,\N,IUS
2834,Icejet,\N,ICEJET,\N,ICJ
2835,Icelandair,\N,ICEAIR,FI,ICE
2836,Icelandic Coast Guard,\N,ICELAND COAST,\N,ICG
2837,Ikaros DK,\N,IKAROS,\N,IKR
2838,Il Ciocco International Travel Service,\N,CIOCCO,\N,CIO
2839,Il-Avia,\N,ILAVIA,\N,ILV
2840,Ildefonso Redriguez,\N,ILDEFONSO,\N,IDL
2841,Iliamna Air Taxi,\N,ILIAMNA AIR,\N,IAR
2842,Ilpo Aruba Cargo,\N,\N,\N,ILP
2843,Ilyich-Avia,\N,ILYICHAVIA,\N,ILL
2844,Imaer,\N,IMAER,\N,IMR
2845,Imair Airlines,\N,IMPROTEX,IK,ITX
2846,Imperial Airways,\N,PHOENIX,\N,PNX
2847,Imtrec Aviation,\N,IMTREC,\N,IMT
2848,Independence Air,\N,INDEPENDENCE AIR,DH,IDE
2849,Independent Air Freighters,\N,INDEPENDENT,\N,IDP
2850,IndiGo Airlines,\N,IFLY,6E,IGO
2851,India International Airways,\N,INDIA INTER,\N,IIL
2852,Indian Air Force,\N,INDIAN AIRFORCE,\N,IFC
2853,Indian Airlines,\N,INDAIR,IC,IAC
2854,Indicator Company,\N,INDICATOR,\N,IDR
2855,Indigo,\N,INDIGO BLUE,I9,IBU
2856,Indonesia Air Transport,\N,INTRA,\N,IDA
2857,Indonesia AirAsia,\N,WAGON AIR,QZ,AWQ
2858,Indonesian Airlines,\N,INDO LINES,IO,IAA
2859,Industri Pesawat Terbang Nusantara,\N,NUSANTARA,\N,IPN
2860,Industrias Titan,\N,TITANLUX,\N,ITN
2861,Infinit Air,\N,INFINIT,\N,FFI
2862,Inflite The Jet Centre,\N,\N,\N,INS
2863,Innotech Aviation,\N,INNOTECH,\N,IVA
2864,Insel Air International,\N,INSELAIR,\N,INC
2865,Instituto Cartografico de Cataluna,\N,CARTO,\N,ICC
2866,Intair,\N,INTAIRCO,\N,INT
2867,Intal Avia,\N,INTAL AVIA,\N,INL
2868,Intavia Limited,\N,\N,\N,FFL
2869,InteliJet Airways,\N,INTELIJET,IJ,IJT
2870,Intensive Air,\N,INTENSIVE,\N,XRA
2871,Inter Air,\N,INTER WINGS,\N,ITW
2872,Inter Express,\N,INTER-EURO,\N,INX
2873,Inter Islands Airlines,\N,\N,H4,IIN
2874,Inter RCA,\N,QUEBEC ROMEO,\N,CAR
2875,Inter Tropic Airlines,\N,INTER-TROPIC,\N,NTT
2876,Inter-Air,\N,CAFEX,\N,ITA
2877,Inter-Canadian,\N,INTER-CANADIAN,\N,ICN
2878,Inter-Island Air,\N,UGLY VAN,\N,UGL
2879,Inter-Mountain Airways,\N,INTER-MOUNTAIN,\N,IMA
2880,Inter-State Aviation,\N,INTER-STATE,\N,ITS
2881,Interair South Africa,\N,INLINE,D6,ILN
2882,Interaire,\N,INTERMEX,\N,NTE
2883,Interavia Airlines,\N,ASTAIR,ZA,SUW
2884,Interaviatrans,\N,INTERAVIA,\N,IVT
2885,Intercontinental de Aviaci,\N,CONTAVIA,RS,ICT
2886,Intercopters,\N,CHOPER,\N,ICP
2887,Interflight,\N,INTERFLIGHT,\N,IFT
2888,Interflight (Learjet),\N,\N,\N,IJT
2889,Interfly,\N,INFLY,\N,RFL
2890,Interfreight Forwarding,\N,INTERFREIGHT,\N,IFF
2891,Interguide Air,\N,DIVINE AIR,\N,IGN
2892,Interisland Airlines,\N,TRI-BIRD,\N,ISN
2893,Interisland Airways Limited,\N,ISLANDWAYS,\N,IWY
2894,Interjet,\N,INTERJET,\N,MTF
2895,Interjet Helicopters,\N,INTERCOPTER,\N,IHE
2896,Interlink Airlines,\N,INTERLINK,ID,ITK
2897,International Air Cargo Corporation,\N,AIR CARGO EGYPT,\N,IAK
2898,International Air Corporation,\N,EXPRESS INTERNATIONAL,\N,EXX
2899,International Air Service,\N,STARFLEET,\N,IAS
2900,International Air Services,\N,INTERAIR SERVICES,\N,IAX
2901,International Business Air,\N,INTERBIZ,6I,IBZ
2902,International Business Aircraft,\N,CENTRAL STAGE,\N,IBY
2903,International Charter Services,\N,INTERSERVI,\N,ICS
2904,International Charter Xpress,\N,INTEX,\N,ICX
2905,International Committee of the Red Cross,\N,RED CROSS,\N,RED
2906,International Company for Transport,\N, Trade and Public Works,\N,IIG
2907,International Flight Training Academy,\N,IFTA,\N,IFX
2908,International Jet Aviation Services,\N,I-JET,\N,IJA
2909,International Jet Charter,\N,HOSPITAL,\N,HSP
2910,International SOS WIndhoek,\N,SKYMEDIC,\N,RSQ
2911,International Sabilisation Assistance Force,\N,\N,\N,ISF
2912,International Security Assistance Force,\N,ATHENA,\N,THN
2913,International Trans-Air,\N,INTRANS NIGERIA,\N,ITH
2914,Interport Corporation,\N,INTERPORT,\N,IPT
2915,Intersky,\N,GENERAL SKY,\N,IKY
2916,Intersky,\N,INTERSKY,3L,ISK
2917,Interstate Airline,\N,FREEWAYAIR,I4,FWA
2918,Intervuelos,\N,INTERLOS,\N,ITU
2919,Inversija,\N,INVER,\N,INV
2920,Iona National Airways,\N,IONA,\N,IND
2921,Iowa Airways,\N,IOWA AIR,\N,IOA
2922,Iran Air,\N,IRANAIR,IR,IRA
2923,Iran Aseman Airlines,\N,\N,EP,IRC
2924,Iranair Tours,\N,\N,\N,IRB
2925,Naft Air Lines,\N,NAFT,\N,IRG
2926,Iraqi Airways,\N,IRAQI,IA,IAW
2927,Irbis Air,\N,IRBIS,\N,BIS
2928,Irish Air Corps,\N,IRISH,\N,IRL
2929,Irish Air Transport,\N,IRISH TRANS,\N,RDK
2930,Irish Aviation Authority,\N,AUTHORITY,\N,XMR
2931,Irtysh Airlines,\N,IRTYSH AIRLINES,\N,IRT
2932,Irving Oil,\N,\N,\N,XIA
2933,Irving Oil Transport,\N,KACEY,\N,KCE
2934,Island Air,\N,ISLANDMEX,\N,ISI
2935,Island Air Charters,\N,ISLAND FLIGHT,\N,ILF
2936,Island Air Express,\N,RAINBIRD,\N,XYZ
2937,Island Airlines,\N,\N,IS,\N
2938,Island Aviation,\N,SORIANO,\N,SOY
2939,Island Aviation Services,\N,\N,\N,DQA
2940,Island Aviation and Travel,\N,ISLE AVIA,\N,IOM
2941,Island Express,\N,SANDY ISLE,2S,SDY
2942,Cargo Plus Aviation,\N,\N,8L,CGP
2943,Island Helicopters,\N,METROCOPTER,\N,MTP
2944,Island Link,\N,\N,\N,ILC
2945,Islandair Jersey,\N,JARLAND,\N,IAJ
2946,Islands Nationair,\N,\N,CN,\N
2947,Icebird Airline,\N,ICEBIRD,\N,ICB
2948,Islas Airways,\N,PINTADERA,IF,ISW
2949,Isle Grande Flying School,\N,ISLA GRANDE,\N,IGS
2950,Islena De Inversiones,\N,\N,WC,ISV
2951,Isles of Scilly Skybus,\N,SCILLONIA,\N,IOS
2952,Israel Aircraft Industries,\N,ISRAEL AIRCRAFT,\N,IAI
2953,Israeli Air Force,\N,\N,\N,IAF
2954,Israir,\N,ISRAIR,6H,ISR
2955,Istanbul Airlines,\N,ISTANBUL,\N,IST
2956,Itali Airlines,\N,ITALI,9X,ACL
2957,Italy First,\N,RIVIERA,\N,IFS
2958,Itek Air,\N,ITEK-AIR,GI,IKA
2959,Ivoire Aero Services,\N,IVOIRE AERO,\N,IVS
2960,Ivoire Airways,\N,IVOIRAIRWAYS,\N,IVW
2961,Ivoire Jet Express,\N,IVOIRE JET,\N,IJE
2962,Iwamoto Crane Co Ltd,\N,\N,\N,OIC
2963,Ixair,\N,X-BIRD,\N,IXR
2964,Izair,\N,IZMIR,H9,IZM
2965,Izhavia,\N,IZHAVIA,\N,IZA
2966,J C Bamford (Excavators),\N,JAYSEEBEE,\N,JCB
2967,J P Hunt Air Carriers,\N,REFLEX,\N,RFX
2968,J-Air,\N,J AIR,\N,JLJ
2969,JAL Express,\N,JANEX,JC,JEX
2970,JALways,\N,JALWAYS,JO,JAZ
2971,JDAviation,\N,JAY DEE,\N,JDA
2972,JDP Lux,\N,RED PELICAN,\N,JDP
2973,JHM Cargo Expreso,\N,\N,\N,JHM
2974,JM Family Aviation,\N,TACOMA,\N,TQM
2975,JMC Airlines,\N,JAYEMMSEE,\N,JMC
2976,JSC Transport Automated Information Systems,\N,\N,1M,\N
2977,JS Air,\N,JS CHARTER,\N,JSJ
2978,JS Aviation,\N,JAY-ESS AVIATION,\N,JES
2979,Jackson Air Services,\N,JACKSON,\N,JCK
2980,Jade Cargo International,\N,JADE CARGO,\N,JAE
2981,Jamahiriya Airways,\N,JAW,\N,JAW
2982,Jambo Africa Airlines,\N,JAMBOAFRICA,\N,JMB
2983,Jana-Arka,\N,YANZAR,\N,JAK
2984,Janair,\N,JANAIR,\N,JAX
2985,Japan Air Commuter,\N,COMMUTER,\N,JAC
2986,Japan Aircraft Service,\N,\N,\N,JSV
2987,Japan Airlines,JAL Japan Airlines,JAPANAIR,JL,JAL
2988,Japan Airlines Domestic,\N,J-BIRD,JL,JAL
2989,Japan Asia Airways,\N,ASIA,EG,JAA
2990,Japan Transocean Air,\N,JAI OCEAN,NU,JTA
2991,Jat Airways,\N,JAT,JU,JAT
2992,Jatayu Airlines,\N,JATAYU,VJ,JTY
2993,Jazeera Airways,\N,JAZEERA,J9,JZR
2994,Jeju Air,\N,JEJU AIR,7C,JJA
2995,Jenney Beechcraft,\N,JENAIR,\N,JNY
2996,Jeppesen Data Plan,\N,\N,\N,XLD
2997,Jeppesen UK,\N,JETPLAN,\N,JPN
2998,Jet Air,\N,JETA,\N,JEA
2999,Jet Air Group,\N,SISTEMA,\N,JSI
3000,Jet Airways,\N,JET AIRWAYS,9W,JAI
3001,Jet Airways,\N,\N,QJ,\N
3002,Jet Aspen Air Lines,\N,JET ASPEN,\N,JTX
3003,Jet Aviation,\N,JETAVIATION,\N,PJS
3004,Jet Aviation Business Jets,\N,BIZFLEET,\N,BZF
3005,Jet Center Flight Training,\N,JET CENTER,\N,JCF
3006,Jet Charter,\N,JET CHARTER,\N,JCT
3007,Jetclub,\N,\N,0J,\N
3008,Jet Connection,\N,JET CONNECT,\N,JCX
3009,Jet Courier Service,\N,DON JUAN,\N,DWW
3010,Jet East International,\N,JET EAST,\N,JED
3011,Jet Executive International Charter,\N,JET EXECUTIVE,\N,JEI
3012,Jet Fighter Flights,\N,RAZOR,\N,RZA
3013,Jet Freighters,\N,CASPER FREIGHT,\N,CFT
3014,Jet G&D Aviation,\N,JET GEE-AND-DEE,\N,JGD
3015,Jet Line International,\N,MOLDJET,\N,MJL
3016,Jet Link,\N,JET OPS,\N,JEK
3017,Jet Link Aviation,\N,HEARTLAND,\N,HTL
3018,Jet Norte,\N,JET NORTE,\N,JNR
3019,Jet Rent,\N,JET RENT,\N,JRN
3020,Jet Service,\N,JEDI,\N,JDI
3021,Jetstar Asia Airways,\N,JETSTAR ASIA,3K,JSA
3022,Jet Stream,\N,JET STREAM,\N,JSM
3023,Jet Trans Aviation,\N,JETRANS,\N,JTC
3024,Jet-2000,\N,MOSCOW JET,\N,JTT
3025,Jet-Ops,\N,OPS-JET,\N,OPS
3026,Jet2.com,\N,CHANNEX,LS,EXS
3027,Jet4You,\N,ARGAN,8J,JFU
3028,JetAfrica Swaziland,\N,BEVO,\N,OSW
3029,JetBlue Airways,\N,JETBLUE,B6,JBU
3030,JetConnect,\N,QANTAS JETCONNECT,\N,QNZ
3031,JetMagic,\N,JET MAGIC,\N,JMG
3032,Jetairfly,\N,BEAUTY,JF,JAF
3033,Jetall Holdings,\N,FIREFLY,\N,JTL
3034,Jetalliance,\N,JETALLIANCE,\N,JAG
3035,Jetclub,\N,JETCLUB,0J,JCS
3036,Jetcorp,\N,JETCORP,\N,UEJ
3037,Jetcraft Aviation,\N,JETCRAFT,\N,JCC
3038,Jetex Aviation,\N,\N,\N,JXA
3039,Jetflite,\N,JETFLITE,\N,JEF
3040,Jetfly Airlines,\N,LINEFLYER,\N,JFL
3041,Jetgo International,\N,JIC-JET,\N,JIC
3042,Jetlink Express,\N,KEN JET,\N,JLX
3043,Jetlink Holland,\N,\N,\N,JLH
3044,Jetnova de Aviacion Ejecutiva,\N,JETNOVA,\N,JNV
3045,Jetpro,\N,JETPRO,\N,JPO
3046,Jetran Air,\N,JETRAN AIR,\N,MDJ
3047,Jetrider International,\N,JETRIDER,\N,JRI
3048,Jets Ejecutivos,\N,MEXJETS,\N,JEJ
3049,Jets Personales,\N,JET PERSONALES,\N,JEP
3050,Jets Y Servicios Ejecutivos,\N,SERVIJETS,\N,JSE
3051,JetsGo,\N,JETSGO,SG,JGO
3052,Jetstar Airways,\N,JETSTAR,JQ,JST
3053,Jetstream Air,\N,STREAM-AIR,\N,JSH
3054,Jetstream Executive Travel,\N,VANNIN,\N,JXT
3055,Jett Paqueteria,\N,JETT PAQUETERIA,\N,JPQ
3056,Jett8 Airlines Cargo,\N,\N,JX,JEC
3057,Jettime,\N,JETTIME,\N,JTG
3058,Jettrain Corporation,\N,JETTRAIN,\N,JTN
3059,Jetways of Iowa,\N,JETWAYS,\N,JWY
3060,Jetx Airlines,\N,JETBIRD,GX,JXX
3061,Jibair,\N,JIBAIRLINE,\N,JIB
3062,Jigsaw Project,\N,JIGSAW,\N,JSW
3063,Jim Hankins Air Service,\N,HANKINS,\N,HKN
3064,Jim Ratliff Air Service,\N,SHANHIL,\N,RAS
3065,Joanas Avialinijos,\N,LADYBLUE,\N,JDG
3066,Job Air,\N,JOBAIR,\N,JBR
3067,Johnson Air,\N,AIR JOHNSON,\N,JHN
3068,Johnsons Air,\N,JOHNSONSAIR,\N,JON
3069,Johnston Airways,\N,JOHNSTON,\N,JMJ
3070,Joint Military Commission,\N,JOICOMAR,\N,JMM
3071,Jomartaxi Aereo,\N,JOMARTAXI,\N,JMT
3072,Jonsson,\N, H Air Taxi,\N,ODI
3073,Jordan Aviation,\N,JORDAN AVIATION,R5,JAV
3074,Jordan International Air Cargo,\N,\N,\N,JCI
3075,Jorvik,\N,ISLANDIC,\N,JVK
3076,Ju-Air,\N,JUNKERS,\N,JUR
3077,Juanda Flying School,\N,JAEMCO,\N,JFS
3078,Juba Cargo Services & Aviation Company,\N,JUBA CARGO,\N,JUC
3079,Jubba Airways,\N,JUBBA,\N,JUB
3080,Jubilee Airways,\N,DUKE,\N,DKE
3081,Juneyao Airlines,\N,JUNEYAO AIRLINES,HO,DKH
3082,Justair Scandinavia,\N,MELODY,\N,MEY
3083,Justice Prisoner and Alien Transportation System,\N,JUSTICE,\N,DOJ
3084,K D Air Corporation,\N,KAY DEE,\N,KDC
3085,K S Avia,\N,SKY CAMEL,\N,KSA
3086,K-Mile Air,\N,KAY-MILE AIR,\N,KMI
3087,KD Avia,\N,KALININGRAD AIR,KD,KNI
3088,KLM Cityhopper,\N,CITY,WA,KLC
3089,KLM Helicopter,\N,KLM HELI,\N,KLH
3090,KLM Royal Dutch Airlines,\N,KLM,KL,KLM
3091,Kabo Air,\N,KABO,N2,QNK
3092,Kahama Mining Corporation,\N,KAHAMA,\N,KMC
3093,Kaiser Air,\N,KAISER,\N,KAI
3094,Kalitta Air,\N,CONNIE,K4,CKS
3095,Kalitta Charters,\N,KALITTA,\N,KFS
3096,Kallat El Saker Air Company,\N,KALLAT EL SKER,\N,KES
3097,Kam Air,\N,KAMGAR,RQ,KMF
3098,Kampuchea Airlines,\N,KAMPUCHEA,E2,KMP
3099,Kanaf-Arkia Airlines,\N,\N,\N,KIZ
3100,Kanfey Ha'emek Aviation,\N,KANFEY HAEMEK,\N,KHE
3101,Kansas State University,\N,K-STATE,\N,KSU
3102,Karat,\N,AVIAKARAT,V2,AKT
3103,Karibu Airways Company,\N,KARIBU AIR,\N,KRB
3104,Karlog Air Charter,\N,KARLOG,\N,KLG
3105,Karthago Airlines,\N,KARTHAGO,\N,KAJ
3106,Kartika Airlines,\N,KARTIKA,\N,KAE
3107,Kata Transportation,\N,KATAVIA,\N,KTV
3108,Katekavia,\N,KATEKAVIA,\N,KTK
3109,Kato Airline,\N,KATO-AIR,\N,KAT
3110,Kavminvodyavia,\N,AIR MINVODY,KV,MVD
3111,Kavouras Inc,\N,\N,\N,XKA
3112,Kaz Agros Avia,\N,ANTOL,\N,KRN
3113,Kaz Air West,\N,KAZWEST,\N,KAW
3114,Kazan Aviation Production Association,\N,KAZAVAIA,\N,KAO
3115,Kazan Helicopters,\N,KAMA,\N,KPH
3116,Kazavia,\N,KAKAIR,\N,KKA
3117,Kazaviaspas,\N,SPAKAZ,\N,KZS
3118,Keenair Charter -,\N,KEENAIR,\N,JFK
3119,Kelix Air,\N,KELIX,\N,KLX
3120,Kelner Airways,\N,KELNER,\N,FKL
3121,Kelowna Flightcraft Air Charter,\N,FLIGHTCRAFT,\N,KFA
3122,Kendell Airlines,\N,KENDELL,\N,KDA
3123,Kenmore Air,\N,KENMORE,M5,KEN
3124,Kenn Borek Air,\N,BOREK AIR,\N,KBA
3125,Kent Aviation,\N,DEKAIR,\N,KAH
3126,Kenya Airways,\N,KENYA,KQ,KQA
3127,Kevis,\N,KEVIS,\N,KVS
3128,Key Airlines,\N,KEY AIR,\N,KEY
3129,Key Lime Air,\N,KEY LIME,\N,LYM
3130,Keystone Aerial Surveys,\N,FOOTPRINT,\N,FTP
3131,Keystone Air Services,\N,KEYSTONE,BZ,KEE
3132,Khalifa Airways,\N,KHALIFA AIR,\N,KZW
3133,Kharkov Aircraft Manufacturing Company,\N,WEST-KHARKOV,\N,WKH
3134,Khazar,\N,KHAZAR,\N,KHR
3135,Khoezestan Photros Air Lines,\N,PHOTROS AIR,\N,KHP
3136,Khoriv-Avia,\N,KHORIV-AVIA,\N,KRV
3137,Khors Aircompany,\N,AIRCOMPANY KHORS,\N,KHO
3138,Khyber Afghan Airlines,\N,KHYBER,\N,KHY
3139,Kiev Aviation Plant,\N,AVIATION PLANT,\N,UAK
3140,King Aviation,\N,KING,\N,KNG
3141,Kingfisher Air Services,\N,SEA BREEZE,\N,BEZ
3142,Kingfisher Airlines,\N,KINGFISHER,IT,KFR
3143,Knighthawk Air Express,\N,KNIGHT FLIGHT,\N,KNX
3144,Kingston Air Services,\N,KINGSTON AIR,\N,KAS
3145,Kinnarps,\N,KINNARPS,\N,KIP
3146,Kinshasa Airways,\N,KINSHASA AIRWAYS,\N,KNS
3147,Kirov Air Enterprise,\N,VYATKA-AVIA,\N,KTA
3148,Kish Air,\N,KISHAIR,Y9,IRK
3149,Kitty Hawk Aircargo,\N,AIR KITTYHAWK,\N,KHA
3150,Kitty Hawk Airways,\N,CARGO HAWK,\N,KHC
3151,Kiwi International Air Lines,\N,KIWI AIR,KP,KIA
3152,Knight Air,\N,KNIGHTAIR,\N,KNA
3153,Knighthawk Express,\N,RIZZ,\N,KHX
3154,Knights Airlines,\N,KNIGHT-LINER,\N,KGT
3155,Koanda Avacion,\N,KOANDA,\N,KOA
3156,Koda International,\N,KODA AIR,\N,OYE
3157,Kogalymavia Air Company,\N,KOGALYM,7K,KGL
3158,Kom Activity,\N,COMJET,\N,KOM
3159,Komiaviatrans State Air Enterprise,\N,KOMI AVIA,\N,KMA
3160,Komiinteravia,\N,KOMIINTER,8J,KMV
3161,Komsomolsk-on-Amur Air Enterprise,\N,KNAAPO,\N,KNM
3162,Koob-Corp - 96 KFT,\N,AUTOFLEX,\N,KOB
3163,Korean Air,\N,KOREANAIR,KE,KAL
3164,Kosmas Air,\N,KOSMAS CARGO,\N,KMG
3165,Kosmos,\N,KOSMOS,\N,KSM
3166,Kosova Airlines,\N,KOSOVA,\N,KOS
3167,Kovar Air,\N,WOKAIR,\N,WOK
3168,Krasnojarsky Airlines,\N,KRASNOJARSKY AIR,7B,KJC
3169,Kremenchuk Flight College,\N,KREMENCHUK,\N,KFC
3170,Krimaviamontag,\N,AVIAMONTAG,\N,KRG
3171,Kroonk Air Agency,\N,KROONK,\N,KRO
3172,Krylo Airlines,\N,Krylo,K9,KRI
3173,Krym,\N,CRIMEA AIR,\N,KYM
3174,Krystel Air Charter,\N,OPTIC,\N,OPC
3175,Kuban Airlines,\N,AIR KUBAN,GW,KIL
3176,Kunpeng Airlines,\N,KUNPENG,VD,KPA
3177,Kurzemes Avio,\N,\N,\N,KZA
3178,Kustbevakningen,\N,SWECOAST,\N,KBV
3179,Kuwait Airways,\N,KUWAITI,KU,KAC
3180,Kuzu Airlines Cargo,\N,KUZU CARGO,GO,KZU
3181,Kvadro Aero,\N,PEGASO,\N,QVR
3182,Kwena Air,\N,KWENA,\N,KWN
3183,Kyrgyz Airlines,\N,BERMET,N5,KGZ
3184,Kyrgyz Trans Avia,\N,DINARA,\N,KTC
3185,Kyrgyzstan,\N,ALTYN AVIA,QH,LYN
3186,Kyrgyzstan Airlines,\N,KYRGYZ,R8,KGA
3187,Kyrgyzstan Department of Aviation,\N,FLIGHT RESCUE,\N,DAM
3188,Kyrgz General Aviation,\N,KEMIN,\N,KGB
3189,Kibris T,\N,AIRKIBRIS,KY,KYV
3190,L A Helicopter,\N,STAR SHIP,\N,LAH
3191,L J Aviation,\N,ELJAY,\N,LJY
3192,L R Airlines,\N,LADY RACINE,\N,LRB
3193,L&L Flygbildteknik,\N,PHOTOFLIGHT,\N,PHO
3194,L'Express,\N,LEX,\N,LEX
3195,L-3 Communications Flight Internation Aviation,\N,FLIGHT INTERNATIONAL,\N,FNT
3196,L.A.B. Flying Service,\N,LAB,JF,LAB
3197,LACSA,\N,LACSA,LR,LRC
3198,LADE - Lineas Aereas Del Estado,\N,LADE,\N,LDE
3199,LAI - Linea Aerea IAACA,\N,AIR BARINAS,KG,BNX
3200,LAN Airlines,\N,LAN,LA,LAN
3201,LAN Argentina,\N,LAN AR,4M,DSM
3202,LAN Cargo,\N,LAN CARGO,\N,LCO
3203,LAN Dominica,\N,LANCANA,\N,LNC
3204,LAN Express,\N,LANEX,LU,LXP
3205,LAN Peru,\N,LANPERU,LP,LPE
3206,LANSA,\N,INTERNACIONAL,\N,LSA
3207,LAP Colombia - Lineas Aereas Petroleras,\N, S.A.,\N,APT
3208,LASTP,\N,LASTP,\N,OTN
3209,LC Busre,\N,BUSRE,\N,LCB
3210,LOT Polish Airlines,\N,POLLOT,LO,LOT
3211,LTE International Airways,\N,FUN JET,XO,LTE
3212,LTU Austria,\N,BILLA TRANSPORT,L3,LTO
3213,LTU International,\N,LTU,LT,LTU
3214,LTV Jet Fleet Corporation,\N,JET-FLEET,\N,JFC
3215,LUKoil-Avia,\N,LUKOIL,\N,LUK
3216,La Ronge Aviation Services,\N,AIR SASK,\N,ASK
3217,La Valenciana Taxi Aereo,\N,TAXIVALENCIANA,\N,LVT
3218,Labcorp,\N,SKYLAB,\N,SKQ
3219,Labrador Airways,\N,LAB AIR,\N,LAL
3220,Lagun Air,\N,\N,N6,JEV
3221,Lake Havasu Air Service,\N,HAVASU,\N,HCA
3222,Lakeland Aviation,\N,LAKELAND,\N,LKL
3223,Laker Airways,\N,LAKER,\N,LKR
3224,Laker Airways (Bahamas),\N,LAKER BAHAMAS,\N,LBH
3225,Lamra,\N,LAMAIR,\N,LMR
3226,Lanaes Aereas Trans Costa Rica,\N,TICOS,\N,TCR
3227,Landsflug,\N,ISLANDIA,\N,ISL
3228,Langtry Flying Group,\N,PROFLIGHT,\N,PAP
3229,Lankair,\N,Lankair,IK,LKN
3230,Lanza Air,\N,AEROLANZA,\N,LZA
3231,Lanzarote Aerocargo,\N,BARAKA,\N,LZT
3232,Lao Air Company,\N,LAVIE,\N,LLL
3233,Lao Airlines,\N,LAO,QV,LAO
3234,Lao Capricorn Air,\N,NAKLOA,\N,LKA
3235,Laoag International Airlines,\N,LAOAG AIR,L7,LPN
3236,Laredo Air,\N,LAREDO AIR,\N,LRD
3237,LatCharter,\N,LATCHARTER,\N,LTC
3238,Latvian Air Force,\N,LATVIAN AIRFORCE,\N,LAF
3239,Lauda Air,\N,LAUDA AIR,NG,LDA
3240,Lauda Air Italy,\N,LAUDA ITALY,\N,LDI
3241,Laughlin Express,\N,LAUGHLIN EXPRESS,\N,LEP
3242,Laus,\N,LAUS AIR,\N,LSU
3243,Lawrence Aviation,\N,LAWRENCE,\N,LAR
3244,Layang-Layang Aerospace,\N,LAYANG,\N,LAY
3245,Lease-a-Plane International,\N,LEASE-A-PLANE,\N,LPL
3246,Lebanese Air Transport,\N,LAT,LQ,LAQ
3247,Lebanese Air Transport (Charter),\N,LEBANESE AIR,\N,LAT
3248,Lebanon Airport Development Corporation,\N,LADCO-AIR,\N,LAD
3250,Leconte Airlines,\N,LECONTE,\N,LCA
3251,Leeward Islands Air Transport,\N,LIAT,LI,LIA
3252,Legend Airlines,\N,LEGENDARY,\N,LGD
3253,Leisure Air,\N,LEISURE WORLD,\N,LWD
3254,Lentini Aviation,\N,LENTINI,\N,LEN
3255,Leo-Air,\N,LEO CHARTER,\N,LOR
3256,Leonsa De Aviacion,\N,LEONAVIA,\N,LEL
3257,Libyan Airlines,\N,LIBYAN AIRWAYS,\N,LYW
3258,Libyan Arab Airlines,\N,LIBAIR,LN,LAA
3259,Libyan Arab Air Cargo,\N,LIBAC,\N,LCR
3260,Lid Air,\N,\N,\N,LIQ
3261,Lignes Aeriennes Congolaises,\N,CONGOLAISE,\N,LCG
3262,Lignes Aeriennes Du Tchad,\N,LATCHAD,\N,LKD
3263,Lignes Mauritaniennes Air Express,\N,LIMAIR EXPRESS,\N,LME
3264,Lignes Nationales Aeriennes - Linacongo,\N,LINACONGO,\N,GCB
3265,Lincoln Air National Guard,\N,\N,\N,GDQ
3266,Lincoln Airlines,\N,\N,\N,LRT
3267,Lindsay Aviation,\N,LINDSAY AIR,\N,LSY
3268,Linea Aerea Costa Norte,\N,COSTA NORTE,\N,NOT
3269,Linea Aerea Mexicana de Carga,\N,LINEAS DECARGA,\N,LMC
3270,Linea Aerea SAPSA,\N,SAPSA,L7,LNP
3271,Linea Aerea de Fumig Aguas Negras,\N,AGUAS NEGRAS,\N,NEG
3272,Linea Aerea de Servicio Ejecutivo Regional,\N,LASER,8z,LER
3273,Linea De Aeroservicios,\N,\N,\N,LSE
3274,Linea Turistica Aerotuy,\N,AEREOTUY,LD,TUY
3275,Lineas Aereas Alaire S.L.,\N,AEROLAIRE,\N,ALR
3276,Lineas Aereas Azteca,\N,LINEAS AZTECA,ZE,LCD
3277,Lineas Aereas Canedo LAC,\N,CANEDO,\N,LCN
3278,Lineas Aereas Comerciales,\N,LINEAS COMERCIALES,\N,LCM
3279,Lineas Aereas Ejectuivas De Durango,\N,LINEAS DURANGO,\N,EDD
3280,Lineas Aereas Eldorado,\N,ELDORADRO,\N,EDR
3281,Lineas Aereas Federales,\N,FEDERALES,\N,FED
3282,Lineas Aereas Monarca,\N,LINEAS MONARCA,\N,LMN
3283,Lineas Aereas San Jose,\N,LINEAS JOSE,\N,LIJ
3284,Lineas Aereas del Humaya,\N,HUMAYA,\N,UMA
3285,Linex,\N,LECA,\N,LEC
3286,Linhas Aereas Santomenses,\N,SANTOMENSES,\N,SMS
3287,Linhas A,\N,MOZAMBIQUE,LM,LAM
3288,Link Airways of Australia,\N,\N,\N,LAW
3289,Lion Air Services,\N,WORLDGATE,\N,WGT
3290,Lion Mentari Airlines,\N,LION INTER,JT,LNI
3291,Lions-Air,\N,LIONSAIR,\N,LEU
3292,Lithuanian Air Force,\N,LITHUANIAN AIRFORCE,\N,LYF
3293,Little Red Air Service,\N,LITTLE RED,\N,LRA
3294,Livingston,\N,LIVINGSTON,LM,LVG
3295,Lloyd Aereo Boliviano,\N,LLOYDAEREO,LB,LLB
3296,Lnair Air Services,\N,ELNAIR,\N,LNA
3297,Lockheed Air Terminal,\N,\N,\N,XLG
3298,Lockeed Aircraft Corporation,\N,LOCKHEED,\N,LAC
3299,Lockheed DUATS,\N,\N,\N,XDD
