1,False,0,410,2990,2965
2,False,0,410,2990,2966
3,False,0,410,2962,2966
4,False,0,410,2990,2968
5,False,0,410,4078,2968
6,False,0,410,2990,4029
7,False,0,410,6969,4029
8,False,0,410,\N,4029
9,False,0,410,6160,4029
10,False,0,410,2952,6156
11,False,0,410,2990,6156
12,False,0,410,6969,2922
13,False,0,410,6156,2952
14,False,0,410,2965,2990
15,False,0,410,2966,2990
16,False,0,410,2968,2990
17,False,0,410,4029,2990
18,False,0,410,6156,2990
19,False,0,410,2948,2990
20,False,0,410,2975,2990
21,False,0,410,2990,2948
22,False,0,410,6969,2948
23,False,0,410,6160,2948
24,False,0,410,2966,2962
25,False,0,410,4029,6969
26,False,0,410,2922,6969
27,False,0,410,2948,6969
28,False,0,410,2975,6969
29,False,0,410,2975,2972
30,False,0,410,6160,2972
31,False,0,410,2975,4364
32,False,0,410,2968,4078
33,False,0,410,2975,4078
34,False,0,410,2990,2975
35,False,0,410,6969,2975
36,False,0,410,2972,2975
37,False,0,410,4364,2975
38,False,0,410,4078,2975
39,False,0,410,4029,\N
40,False,0,410,4029,6160
41,False,0,410,2948,6160
42,False,0,410,2972,6160
43,False,0,1654,2937,2936
44,False,0,1654,4078,2936
45,False,0,1654,4078,2968
46,False,0,1654,2937,2935
47,False,0,1654,2936,2937
48,False,0,1654,2935,2937
49,False,0,1654,\N,2937
50,False,0,1654,8944,2937
51,False,0,1654,4078,2937
52,False,0,1654,6924,2937
53,False,0,1654,9026,2937
54,False,0,1654,2923,2937
55,False,0,1654,2937,\N
56,False,0,1654,4078,2925
57,False,0,1654,2937,8944
58,False,0,1654,2936,4078
59,False,0,1654,2968,4078
60,False,0,1654,2937,4078
61,False,0,1654,2937,6924
62,False,0,1654,2937,9026
63,False,0,1654,2937,2923
64,False,0,8359,2789,2786
65,False,0,8359,2789,2812
66,False,0,8359,2808,2812
67,False,0,8359,2789,6067
68,False,0,8359,2781,2801
69,False,0,8359,2806,2801
70,False,0,8359,2786,2789
71,False,0,8359,2812,2789
72,False,0,8359,6067,2789
73,False,0,8359,2781,2789
74,False,0,8359,2806,2789
75,False,0,8359,2801,2781
76,False,0,8359,2789,2781
77,False,0,8359,2806,2781
78,False,0,8359,2812,2808
79,False,0,8359,2801,2806
80,False,0,8359,2789,2806
81,False,0,8359,2781,2806
82,False,0,470,247,253
83,False,0,470,246,253
84,False,0,470,246,248
85,False,0,470,253,1044
86,False,0,470,1084,1044
87,False,0,470,246,1044
88,False,0,470,253,247
89,False,0,470,246,247
90,False,0,470,298,245
91,False,0,470,246,245
92,False,0,470,1044,1084
93,False,0,470,246,1084
94,False,0,470,246,298
95,False,0,470,246,280
96,False,0,470,253,246
97,False,0,470,248,246
98,False,0,470,1044,246
99,False,0,470,247,246
100,False,0,470,245,246
101,False,0,470,1084,246
102,False,0,470,298,246
103,False,0,470,280,246
104,False,0,1338,2673,2709
105,False,0,1338,2688,2709
106,False,0,1338,2673,2715
107,False,0,1338,2709,2673
108,False,0,1338,2715,2673
109,False,0,1338,6045,2673
110,False,0,1338,2688,2673
111,False,0,1338,2688,2670
112,False,0,1338,2673,6045
113,False,0,1338,2709,2688
114,False,0,1338,2673,2688
115,False,0,1338,2670,2688
116,False,0,2750,1678,1506
117,False,0,2750,1678,1264
118,False,0,2750,1678,490
119,False,0,2750,1054,1665
120,False,0,2750,1678,1197
121,False,0,2750,1678,1054
122,False,0,2750,1678,4197
123,False,0,2750,1665,1056
124,False,0,2750,1506,1678
125,False,0,2750,1264,1678
126,False,0,2750,490,1678
127,False,0,2750,1197,1678
128,False,0,2750,1054,1678
129,False,0,2750,4197,1678
130,False,0,3652,719,730
131,False,0,3652,715,737
132,False,0,3652,709,737
133,False,0,3652,688,737
134,False,0,3652,718,737
135,False,0,3652,5595,737
136,False,0,3652,719,737
137,False,0,3652,442,737
138,False,0,3652,722,737
139,False,0,3652,448,737
140,False,0,3652,664,737
141,False,0,3652,746,737
142,False,0,3652,729,737
143,False,0,3652,711,737
144,False,0,3652,737,715
145,False,0,3652,718,715
146,False,0,3652,737,709
147,False,0,3652,688,709
148,False,0,3652,711,709
149,False,0,3652,729,5599
150,False,0,3652,737,688
151,False,0,3652,709,688
